DATE,ICSA,CCNSA
6/5/2010,459000,4319021
6/12/2010,467000,4306402
6/19/2010,452000,4328074
6/26/2010,464000,4309375
7/3/2010,454000,4384591
7/10/2010,439000,4562782
7/17/2010,462000,4554316
7/24/2010,465000,4438886
7/31/2010,476000,4333445
8/7/2010,483000,4281074
8/14/2010,486000,4219639
8/21/2010,464000,4125414
8/28/2010,467000,4138965
9/4/2010,452000,3933895
9/11/2010,444000,3930908
9/18/2010,459000,3810921
9/25/2010,459000,3779910
10/2/2010,446000,3705947
10/9/2010,459000,3715967
10/16/2010,444000,3769438
10/23/2010,432000,3759365
10/30/2010,453000,3783097
11/6/2010,434000,3735938
11/13/2010,432000,3871043
11/20/2010,407000,3665787
11/27/2010,432000,4216488
12/4/2010,428000,4062531
12/11/2010,425000,4179504
12/18/2010,424000,4116684
12/25/2010,404000,4415512
1/1/2011,413000,4790155
1/8/2011,434000,4652805
1/15/2011,421000,4614149
1/22/2011,446000,4632950
1/29/2011,420000,4605543
2/5/2011,402000,4575640
2/12/2011,425000,4587740
2/19/2011,394000,4344862
2/26/2011,385000,4460146
3/5/2011,414000,4296805
3/12/2011,404000,4277092
3/19/2011,407000,4131066
3/26/2011,399000,4085667
4/2/2011,395000,3943591
4/9/2011,416000,3893218
4/16/2011,402000,3783787
4/23/2011,422000,3769810
4/30/2011,468000,3723271
5/7/2011,435000,3586266
5/14/2011,414000,3549972
5/21/2011,423000,3510507
5/28/2011,418000,3426345
6/4/2011,423000,3491359
6/11/2011,413000,3491533
6/18/2011,416000,3511416
6/25/2011,421000,3555831
7/2/2011,418000,3534925
7/9/2011,408000,3783316
7/16/2011,420000,3752532
7/23/2011,411000,3680729
7/30/2011,406000,3580433
8/6/2011,405000,3553649
8/13/2011,409000,3557586
8/20/2011,415000,3473182
8/27/2011,409000,3436188
9/3/2011,414000,3293105
9/10/2011,429000,3306720
9/17/2011,422000,3207559
9/24/2011,406000,3165909
10/1/2011,405000,3113245
10/8/2011,410000,3133644
10/15/2011,395000,3196554
10/22/2011,403000,3199527
10/29/2011,399000,3210417
11/5/2011,392000,3177477
11/12/2011,383000,3374259
11/19/2011,385000,3167053
11/26/2011,397000,3696154
12/3/2011,387000,3540663
12/10/2011,368000,3628343
12/17/2011,368000,3613414
12/24/2011,386000,3779025
12/31/2011,376000,4161063
1/7/2012,391000,4109127
1/14/2012,367000,4069651
1/21/2012,381000,4058236
1/28/2012,372000,4097013
2/4/2012,368000,3984889
2/11/2012,361000,4010489
2/18/2012,359000,3882527
2/25/2012,365000,3988890
3/3/2012,375000,3862329
3/10/2012,369000,3815580
3/17/2012,368000,3699473
3/24/2012,363000,3636712
3/31/2012,358000,3470104
4/7/2012,387000,3448040
4/14/2012,381000,3425138
4/21/2012,387000,3292783
4/28/2012,372000,3210670
5/5/2012,373000,3150177
5/12/2012,369000,3124324
5/19/2012,371000,3060148
5/26/2012,381000,3062538
6/2/2012,377000,3091216
6/9/2012,383000,3101927
6/16/2012,384000,3113846
6/23/2012,380000,3145031
6/30/2012,372000,3112199
7/7/2012,360000,3360067
7/14/2012,390000,3336728
7/21/2012,368000,3246888
7/28/2012,372000,3242883
8/4/2012,371000,3180011
8/11/2012,369000,3167174
8/18/2012,376000,3117558
8/25/2012,377000,3085324
9/1/2012,371000,2930825
9/8/2012,393000,2927923
9/15/2012,392000,2841521
9/22/2012,377000,2822093
9/29/2012,376000,2786146
10/6/2012,350000,2754663
10/13/2012,386000,2816677
10/20/2012,374000,2838463
10/27/2012,364000,2784503
11/3/2012,365000,2964164
11/10/2012,446000,2946437
11/17/2012,406000,2836478
11/24/2012,388000,3316536
12/1/2012,375000,3175601
12/8/2012,340000,3245480
12/15/2012,356000,3255119
12/22/2012,362000,3285394
12/29/2012,362000,3730872
1/5/2013,363000,3868120
1/12/2013,344000,3707375
1/19/2013,339000,3671018
1/26/2013,366000,3736830
2/2/2013,361000,3661840
2/9/2013,347000,3663619
2/16/2013,362000,3531404
2/23/2013,342000,3606019
3/2/2013,340000,3495559
3/9/2013,343000,3453312
3/16/2013,343000,3394036
3/23/2013,358000,3344342
3/30/2013,375000,3286211
4/6/2013,359000,3195675
4/13/2013,356000,3096325
4/20/2013,343000,3020992
4/27/2013,331000,2963249
5/4/2013,335000,2883832
5/11/2013,360000,2769495
5/18/2013,343000,2799681
5/25/2013,353000,2734582
6/1/2013,346000,2771143
6/8/2013,337000,2772541
6/15/2013,353000,2801508
6/22/2013,347000,2778190
6/29/2013,340000,2807991
7/6/2013,351000,3146960
7/13/2013,344000,3047517
7/20/2013,355000,2920771
7/27/2013,334000,2952831
8/3/2013,339000,2853207
8/10/2013,327000,2873345
8/17/2013,340000,2819994
8/24/2013,336000,2737229
8/31/2013,325000,2512460
9/7/2013,300000,2499855
9/14/2013,323000,2456548
9/21/2013,314000,2513759
9/28/2013,319000,2476262
10/5/2013,368000,2437325
10/12/2013,368000,2465939
10/19/2013,351000,2525254
10/26/2013,347000,2511754
11/2/2013,342000,2510618
11/9/2013,340000,2556519
11/16/2013,331000,2689171
11/23/2013,316000,2506700
11/30/2013,312000,2970677
12/7/2013,354000,2880807
12/14/2013,364000,3004483
12/21/2013,334000,2854624
12/28/2013,332000,3298387
1/4/2014,322000,3611093
1/11/2014,318000,3487905
1/18/2014,327000,3373217
1/25/2014,340000,3422557
2/1/2014,331000,3440027
2/8/2014,337000,3411217
2/15/2014,332000,3367239
2/22/2014,341000,3375731
3/1/2014,319000,3277983
3/8/2014,322000,3233107
3/15/2014,321000,3132104
3/22/2014,313000,3090665
3/29/2014,330000,2942180
4/5/2014,311000,2853279
4/12/2014,308000,2757378
4/19/2014,327000,2766506
4/26/2014,345000,2641583
5/3/2014,325000,2559236
5/10/2014,303000,2494495
5/17/2014,324000,2455022
5/24/2014,305000,2394378
5/31/2014,312000,2424134
6/7/2014,317000,2387182
6/14/2014,314000,2413778
6/21/2014,315000,2412611
6/28/2014,308000,2395821
7/5/2014,302000,2558065
7/12/2014,308000,2563164
7/19/2014,294000,2524006
7/26/2014,303000,2481360
8/2/2014,295000,2462156
8/9/2014,309000,2412394
8/16/2014,303000,2403823
8/23/2014,300000,2319238
8/30/2014,303000,2212896
9/6/2014,307000,2167651
9/13/2014,288000,2115326
9/20/2014,295000,2070228
9/27/2014,290000,2031751
10/4/2014,293000,2018858
10/11/2014,281000,2006710
10/18/2014,290000,2081161
10/25/2014,291000,2045437
11/1/2014,280000,2116640
11/8/2014,291000,2067337
11/15/2014,293000,2193628
11/22/2014,303000,2102005
11/29/2014,291000,2515910
12/6/2014,291000,2354533
12/13/2014,286000,2478752
12/20/2014,276000,2352296
12/27/2014,285000,2795271
1/3/2015,294000,2990368
1/10/2015,304000,2911674
1/17/2015,298000,2784735
1/24/2015,261000,2827617
1/31/2015,281000,2795975
2/7/2015,298000,2809938
2/14/2015,285000,2752771
2/21/2015,305000,2835373
2/28/2015,317000,2804577
3/7/2015,293000,2729749
3/14/2015,290000,2705148
3/21/2015,284000,2564097
3/28/2015,269000,2476255
4/4/2015,282000,2381913
4/11/2015,298000,2389911
4/18/2015,295000,2281070
4/25/2015,269000,2199763
5/2/2015,267000,2138615
5/9/2015,271000,2079285
5/16/2015,276000,2079191
5/23/2015,281000,2018773
5/30/2015,275000,2096986
6/6/2015,278000,2056174
6/13/2015,269000,2102652
6/20/2015,273000,2106077
6/27/2015,275000,2138353
7/4/2015,292000,2235705
7/11/2015,285000,2255273
7/18/2015,265000,2258311
7/25/2015,269000,2214919
8/1/2015,270000,2209980
8/8/2015,274000,2161191
8/15/2015,279000,2163709
8/22/2015,274000,2108101
8/29/2015,279000,2061930
9/5/2015,273000,1942822
9/12/2015,264000,1938894
9/19/2015,269000,1876960
9/26/2015,272000,1870678
10/3/2015,267000,1816410
10/10/2015,265000,1826779
10/17/2015,264000,1860474
10/24/2015,264000,1874526
10/31/2015,275000,1900517
11/7/2015,276000,1905959
11/14/2015,272000,2006025
11/21/2015,261000,1891197
11/28/2015,265000,2299417
12/5/2015,280000,2206522
12/12/2015,268000,2286725
12/19/2015,260000,2191682
12/26/2015,276000,2502457
1/2/2016,273000,2803326
1/9/2016,284000,2680476
1/16/2016,290000,2656738
1/23/2016,269000,2688858
1/30/2016,282000,2680598
2/6/2016,266000,2657981
2/13/2016,262000,2612427
2/20/2016,270000,2670398
2/27/2016,269000,2600820
3/5/2016,255000,2548304
3/12/2016,263000,2492144
3/19/2016,264000,2409099
3/26/2016,271000,2375518
4/2/2016,273000,2280430
4/9/2016,263000,2211972
4/16/2016,257000,2154608
4/23/2016,259000,2094406
4/30/2016,278000,2080555
5/7/2016,289000,2014816
5/14/2016,279000,2009243
5/21/2016,267000,1975916
5/28/2016,263000,1939391
6/4/2016,265000,1982999
6/11/2016,273000,1994248
6/18/2016,261000,2009079
6/25/2016,262000,2044616
7/2/2016,255000,2037038
7/9/2016,252000,2161272
7/16/2016,260000,2143920
7/23/2016,264000,2104590
7/30/2016,266000,2110850
8/6/2016,265000,2083250
8/13/2016,264000,2061744
8/20/2016,264000,2021172
8/27/2016,261000,1972966
9/3/2016,257000,1867279
9/10/2016,252000,1835919
9/17/2016,250000,1756097
9/24/2016,247000,1744083
10/1/2016,245000,1709974
10/8/2016,250000,1706702
10/15/2016,263000,1739879
10/22/2016,256000,1741961
10/29/2016,265000,1763155
11/5/2016,250000,1740791
11/12/2016,232000,1857234
11/19/2016,246000,1746231
11/26/2016,255000,2070694
12/3/2016,248000,1996669
12/10/2016,252000,2097013
12/17/2016,260000,2117870
12/24/2016,257000,2253543
12/31/2016,244000,2467654
1/7/2017,245000,2518545
1/14/2017,240000,2464292
1/21/2017,250000,2494547
1/28/2017,241000,2482809
2/4/2017,230000,2464850
2/11/2017,233000,2489682
2/18/2017,237000,2392472
2/25/2017,221000,2447592
3/4/2017,236000,2349381
3/11/2017,228000,2281836
3/18/2017,235000,2283882
3/25/2017,236000,2221962
4/1/2017,216000,2136831
4/8/2017,222000,2042394
4/15/2017,231000,2012236
4/22/2017,238000,1948731
4/29/2017,232000,1852170
5/6/2017,233000,1781847
5/13/2017,234000,1783911
5/20/2017,236000,1759705
5/27/2017,253000,1751112
6/3/2017,251000,1783314
6/10/2017,245000,1795184
6/17/2017,249000,1811385
6/24/2017,247000,1867478
7/1/2017,256000,1839969
7/8/2017,259000,1996804
7/15/2017,245000,1973777
7/22/2017,249000,1939674
7/29/2017,245000,1920454
8/5/2017,254000,1889713
8/12/2017,245000,1885774
8/19/2017,245000,1841596
8/26/2017,247000,1812487
9/2/2017,297000,1699145
9/9/2017,280000,1738986
9/16/2017,261000,1622607
9/23/2017,264000,1614906
9/30/2017,260000,1582806
10/7/2017,252000,1566253
10/14/2017,235000,1603587
10/21/2017,241000,1608736
10/28/2017,241000,1631860
11/4/2017,248000,1623213
11/11/2017,254000,1724422
11/18/2017,246000,1618630
11/25/2017,243000,1957137
12/2/2017,241000,1869012
12/9/2017,229000,1968105
12/16/2017,244000,1985967
12/23/2017,251000,2066441
12/30/2017,248000,2301683
1/6/2018,252000,2416489
1/13/2018,230000,2287734
1/20/2018,231000,2376238
1/27/2018,228000,2310659
2/3/2018,224000,2323553
2/10/2018,225000,2260662
2/17/2018,219000,2258815
2/24/2018,216000,2232578
3/3/2018,228000,2193796
3/10/2018,223000,2108273
3/17/2018,225000,2111985
3/24/2018,221000,2003104
3/31/2018,232000,2001558
4/7/2018,234000,1929729
4/14/2018,236000,1865447
4/21/2018,207000,1738881
4/28/2018,209000,1724410
5/5/2018,211000,1595249
5/12/2018,222000,1604119
5/19/2018,230000,1574005
5/26/2018,222000,1573324
6/2/2018,223000,1559759
6/9/2018,222000,1588055
6/16/2018,218000,1585979
6/23/2018,222000,1645954
6/30/2018,228000,1636791
7/7/2018,216000,1772705
7/14/2018,205000,1760512
7/21/2018,210000,1710317
7/28/2018,207000,1729890
8/4/2018,210000,1678892
8/11/2018,206000,1668840
8/18/2018,207000,1624222
8/25/2018,211000,1600035
9/1/2018,201000,1494794
9/8/2018,204000,1461553
9/15/2018,206000,1412803
9/22/2018,205000,1395338
9/29/2018,210000,1369317
10/6/2018,211000,1350834
10/13/2018,208000,1370783
10/20/2018,217000,1383438
10/27/2018,216000,1392026
11/3/2018,218000,1436650
11/10/2018,221000,1447041
11/17/2018,225000,1437625
11/24/2018,237000,1665498
12/1/2018,232000,1649838
12/8/2018,208000,1722153
12/15/2018,217000,1764701
12/22/2018,228000,1798455
12/29/2018,238000,2076626
1/5/2019,225000,2172537
1/12/2019,218000,2090268
1/19/2019,214000,2124743
1/26/2019,234000,2098575
2/2/2019,232000,2142462
2/9/2019,226000,2084361
2/16/2019,211000,2125992
2/23/2019,221000,2112404
3/2/2019,216000,2088410
3/9/2019,218000,2008348
3/16/2019,212000,2009317
3/23/2019,210000,1908355
3/30/2019,203000,1861690
4/6/2019,196000,1730108
4/13/2019,197000,1703576
4/20/2019,222000,1647874
4/27/2019,224000,1633529
5/4/2019,225000,1539086
5/11/2019,212000,1543472
5/18/2019,215000,1509265
5/25/2019,222000,1521741
6/1/2019,223000,1538065
6/8/2019,226000,1522665
6/15/2019,217000,1558646
6/22/2019,234000,1588879
6/29/2019,226000,1610633
7/6/2019,215000,1702745
7/13/2019,211000,1697505
7/20/2019,202000,1680029
7/27/2019,206000,1665287
8/3/2019,208000,1679471
8/10/2019,212000,1619391
8/17/2019,207000,1615803
8/24/2019,213000,1566934
8/31/2019,215000,1476199
9/7/2019,207000,1465554
9/14/2019,205000,1399601
9/21/2019,211000,1383346
9/28/2019,215000,1392109
10/5/2019,209000,1369887
10/12/2019,215000,1386868
10/19/2019,210000,1419512
10/26/2019,215000,1423681
11/2/2019,214000,1450304
11/9/2019,227000,1460773
11/16/2019,229000,1545007
11/23/2019,221000,1508294
11/30/2019,231000,1754590
12/7/2019,247000,1728066
12/14/2019,236000,1798885
12/21/2019,230000,1776317
12/28/2019,231000,2145748
1/4/2020,222000,2251286
1/11/2020,207000,2142711
1/18/2020,221000,2082416
1/25/2020,208000,2154866
2/1/2020,205000,2088693
2/8/2020,202000,2100473
2/15/2020,207000,2062380
2/22/2020,217000,2103967
2/29/2020,213000,2055782
3/7/2020,207000,1977774
3/14/2020,271000,2072982
3/21/2020,2914000,3409946
3/28/2020,5946000,8155772
4/4/2020,6137000,12445761
4/11/2020,4869000,16257569
4/18/2020,4201000,17771539
4/25/2020,3446000,21750455
5/2/2020,2796000,20855239
5/9/2020,2335000,23037921
5/16/2020,2176000,19038443
5/23/2020,1921000,19117418
5/30/2020,1639000,19119534
6/6/2020,1575000,18687210
6/13/2020,1473000,17824245
6/20/2020,1467000,17518701
6/27/2020,1446000,16610187
7/4/2020,1413000,17393811
7/11/2020,1468000,16396755
7/18/2020,1393000,16882651
7/25/2020,1260000,15912870
8/1/2020,1044000,15254647
8/8/2020,884000,14155561
8/15/2020,927000,13839981
8/22/2020,876000,13111405
8/29/2020,881000,13325312
9/5/2020,892000,12408041
9/12/2020,861000,12391859
9/19/2020,859000,11037698
9/26/2020,795000,10156207
10/3/2020,785000,8917793
10/10/2020,839000,8079336
10/17/2020,804000,7458507
10/24/2020,776000,6856962
10/31/2020,773000,6463798
11/7/2020,737000,6061953
11/14/2020,738000,5917243
11/21/2020,793000,5233699
11/28/2020,737000,5790244
12/5/2020,873000,5479766
12/12/2020,886000,5415955
12/19/2020,815000,5225786
12/26/2020,773000,5362308
1/2/2021,803000,5756886
1/9/2021,890000,5479170
1/16/2021,844000,5189122
1/23/2021,799000,5172094
1/30/2021,803000,5016190
2/6/2021,812000,4948967
2/13/2021,802000,4804914
2/20/2021,702000,4820155
2/27/2021,704000,4539713
3/6/2021,693000,4461608
3/13/2021,699000,4200385
3/20/2021,627000,4069329
3/27/2021,658000,4002030
4/3/2021,645000,3902729
4/10/2021,571000,3828584
4/17/2021,566000,3776395
4/24/2021,574000,3763243
5/1/2021,517000,3688043
5/8/2021,494000,3666448
5/15/2021,467000,3502467
5/22/2021,441000,3499487
5/29/2021,427000,3333477
6/5/2021,420000,3296139
6/12/2021,428000,3228357
6/19/2021,422000,3282102
6/26/2021,372000,3233414
7/3/2021,370000,3121875
7/10/2021,339000,3259565
7/17/2021,388000,3260889
7/24/2021,381000,2922698
7/31/2021,381000,2849196
8/7/2021,361000,2806138
8/14/2021,368000,2807966
8/21/2021,360000,2673190
8/28/2021,353000,2660507
9/4/2021,338000,2376245
9/11/2021,344000,2505265
9/18/2021,367000,2469313
9/25/2021,369000,2395401
10/2/2021,315000,2259403
10/9/2021,291000,2166061
10/16/2021,291000,1984074
10/23/2021,268000,1881734
10/30/2021,261000,1950768
11/6/2021,251000,1781793
11/13/2021,248000,1818308
11/20/2021,223000,1559780
11/27/2021,222000,1962434
12/4/2021,208000,1733785
12/11/2021,228000,1827028
12/18/2021,213000,1637701
12/25/2021,195000,1868469
1/1/2022,225000,2061856
1/8/2022,247000,2072681
1/15/2022,244000,2009022
1/22/2022,237000,2043402
1/29/2022,230000,2005387
2/5/2022,209000,1980368
2/12/2022,232000,1918036
2/19/2022,222000,1859328
2/26/2022,208000,1917459
3/5/2022,220000,1810381
3/12/2022,215000,1727708
3/19/2022,206000,1676374
3/26/2022,212000,1654359
4/2/2022,213000,1569797
4/9/2022,215000,1467346
4/16/2022,209000,1441824
4/23/2022,210000,1403640
4/30/2022,219000,1332072
5/7/2022,206000,1283158
5/14/2022,224000,1290047
5/21/2022,212000,1256209
5/28/2022,201000,1256450
6/4/2022,215000,1270456
6/11/2022,214000,1288323
6/18/2022,216000,1302015
6/25/2022,213000,1372008
7/2/2022,214000,1327199
7/9/2022,216000,1450142
7/16/2022,217000,1443848
7/23/2022,221000,1451592
7/30/2022,229000,1457158
8/6/2022,221000,1423854
8/13/2022,220000,1414317
8/20/2022,216000,1390837
8/27/2022,210000,1365751
9/3/2022,205000,1273057
9/10/2022,197000,1278853
9/17/2022,202000,1224496
9/24/2022,187000,1233270
10/1/2022,204000,1201432
10/8/2022,207000,1199269
10/15/2022,200000,1226861
10/22/2022,201000,1239975
10/29/2022,202000,1267368
11/5/2022,204000,1230153
11/12/2022,208000,1342834
11/19/2022,219000,1261674
11/26/2022,209000,1561449
12/3/2022,210000,1503416
12/10/2022,211000,1594527
12/17/2022,211000,1577004
12/24/2022,207000,1710626
12/31/2022,203000,1870051
1/7/2023,207000,1908639
1/14/2023,203000,1863962
1/21/2023,202000,1911213
1/28/2023,199000,1925707
2/4/2023,214000,1948437
2/11/2023,217000,1928688
2/18/2023,215000,1891796
2/25/2023,208000,1970054
3/4/2023,227000,1910050
3/11/2023,221000,1878293
3/18/2023,228000,1877339
3/25/2023,232000,1841752
4/1/2023,216000,1792755
4/8/2023,220000,1785781
4/15/2023,224000,1749975
4/22/2023,209000,1687739
4/29/2023,214000,1658533
5/6/2023,225000,1610523
5/13/2023,225000,1610901
5/20/2023,227000,1608222
5/27/2023,231000,1593705
6/3/2023,255000,1647848
6/10/2023,260000,1670300
6/17/2023,261000,1674548
6/24/2023,238000,1737351
7/1/2023,248000,1724280
7/8/2023,232000,1887928
7/15/2023,231000,1835614
7/22/2023,231000,1827375
7/29/2023,240000,1809776
8/5/2023,258000,1814133
8/12/2023,248000,1802463
8/19/2023,241000,1789862
8/26/2023,234000,1747737
9/2/2023,228000,1655840
9/9/2023,227000,1645927
9/16/2023,210000,1588285
9/23/2023,213000,1585277
9/30/2023,216000,1555186
10/7/2023,211000,1542397
10/14/2023,202000,1572658
10/21/2023,213000,1574484
10/28/2023,216000,1607728
11/4/2023,216000,1578949
11/11/2023,228000,1654732
11/18/2023,213000,1555598
11/25/2023,213000,1845084
12/2/2023,216000,1767271
12/9/2023,205000,1835427
12/16/2023,207000,1836540
12/23/2023,213000,1902100
12/30/2023,198000,2104272
1/6/2024,198000,2122562
1/13/2024,194000,2053299
1/20/2024,221000,2181430
1/27/2024,225000,2130017
2/3/2024,213000,2139970
2/10/2024,211000,2092801
2/17/2024,200000,2091454
2/24/2024,213000,2113068
3/2/2024,210000,2078605
3/9/2024,212000,2008778
3/16/2024,212000,2012615
3/23/2024,212000,1937973
3/30/2024,222000,1928015
4/6/2024,212000,1848822
4/13/2024,212000,1812810
4/20/2024,208000,1753450
4/27/2024,209000,1743442
5/4/2024,232000,1686175
5/11/2024,223000,1686781
5/18/2024,216000,1666644
5/25/2024,221000,1670549
6/1/2024,229000,1708154
6/8/2024,243000,1727760
6/15/2024,239000,1747949
6/22/2024,234000,1820783
6/29/2024,239000,1795069
7/6/2024,223000,1945771
7/13/2024,245000,1913683
7/20/2024,235000,1934414
7/27/2024,250000,1906471
8/3/2024,234000,1883315
8/10/2024,228000,1857108
8/17/2024,233000,1843165
8/24/2024,232000,1800473
8/31/2024,228000,1704572
9/7/2024,231000,1671779
9/14/2024,222000,1628010
9/21/2024,219000,1613656
9/28/2024,225000,1614322
10/5/2024,260000,1598184
10/12/2024,242000,1627756
10/19/2024,228000,1616065
10/26/2024,218000,1646905
11/2/2024,221000,1647874
11/9/2024,217000,
